uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,GGD Noord- en Oost-Gelderland,0.3765846625276664,True,False,-0.1190594811490121
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,True,0.08818254950498733
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,True,0.17571668133572066
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,True,0.18133497724565723
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,True,0.10015716861020896
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,True,False,-0.1679143287708617
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,True,False,-0.1490780875563852
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,True,False,-0.07786941633852429
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,True,False,-0.11781667443861105
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,True,0.16997857258707344
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,True,False,-0.11906112292642762
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,False,False,0.0
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD Gelderland-Zuid,0.5579212815507392,True,False,-0.10824986624961586
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD Gelderland-Zuid,0.5579212815507392,True,False,-0.17174771166785763
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD Gelderland-Zuid,0.5579212815507392,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD Gelderland-Zuid,0.5579212815507392,False,False,0.0
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD Gelderland-Zuid,0.5579212815507392,True,False,-0.18133661902307274
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD Gelderland-Zuid,0.5579212815507392,True,False,-0.18133497724565723
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD Gelderland-Zuid,0.5579212815507392,False,False,0.0
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD Gelderland-Zuid,0.5579212815507392,False,False,0.0
